lang_description,lang_code,constant_name,definition
Korean,kr,Date The Message Was Sent,메시지를 보낸 날짜
Korean,kr,Date Time,날짜 시간
Korean,kr,Date values Cannot be Blank.,날짜는 비워 둘 수 없습니다
Korean,kr,Date VIS Presented,VIS 발표 날짜
Korean,kr,Date VIS Published,VIS 게시 날짜
Korean,kr,Date/Appt,날짜 / Appt
Korean,kr,Date/Notes,날짜 / 노트
Korean,kr,Date/Notes of Last,날짜 / 노트 종료
Korean,kr,Date/Time,날짜 / 시간
Korean,kr,Date:,날짜 :
Korean,kr,dated,날짜가있는
Korean,kr,Dated Message Log,날짜가 기입 된 메시지 로그
Korean,kr,Dated reminders maximum alerts to show,미리 알림을 표시 할 수있는 최대 알림
Korean,kr,Day,일
Korean,kr,day,일
Korean,kr,Day Sheet Report,당일 보고서
Korean,kr,Day View,일별보기
Korean,kr,Day(s),일
Korean,kr,Day(s) M-F,일 M-F
Korean,kr,days,일
Korean,kr,Days,일
Korean,kr,days ago,일 전
Korean,kr,Days and Games Missed,놓친 일과 게임
Korean,kr,Days From Last Encounter,마지막 만남의 날
Korean,kr,Days Missed,놓친 일
Korean,kr,days of each other,서로의 날들
Korean,kr,Days Of Week,일주일의 요일
Korean,kr,Days per Column:,칼럼 당 일수 :
Korean,kr,Days/Col,일 / 열
Korean,kr,Days/Col:,일 / 열 :
Korean,kr,DB installed,DB 설치
Korean,kr,DD/MM/YYYY,DD / MM / YYYY
Korean,kr,De Identification,드 식별
Korean,kr,De Identification Process is completed,식별 프로세스가 완료되었습니다.
Korean,kr,De Identification Process is ongoing,드 식별 프로세스 진행중
Korean,kr,De Identification process is started and running in background,De 식별 프로세스가 백그라운드에서 시작되고 실행 중입니다.
Korean,kr,De Identified data may not be complete,확인 된 데이터가 완전하지 않을 수 있습니다.
Korean,kr,De-identification files will be saved in,신분 증명 파일은에 저장됩니다.
Korean,kr,DEA,DEA
Korean,kr,Deactivate,비활성화
Korean,kr,Deactivated,비활성화 됨
Korean,kr,Deaf,청각 장애인
Korean,kr,Debug Information,디버깅 정보
Korean,kr,DEBUG OUTPUT,디버그 출력
Korean,kr,Debugging,디버깅
Korean,kr,Dec,12 월
Korean,kr,DECEASED,고인
Korean,kr,DECEASED (1 day ago),DECEASED 님이 (1 일 전)
Korean,kr,DECEASED (Today),낙오자 (오늘)
Korean,kr,Deceased Date,사망 한 날짜
Korean,kr,Deceased Date should not be greater than Today,사망 한 날짜는 오늘보다 커야합니다.
Korean,kr,Deceased Reason,사망 한 사유
Korean,kr,December,12 월
Korean,kr,Decimal pounds or pounds and ounces separated by #(e.g. 5#4),#로 분리 된 소수점 이하 파운드 또는 파운드 (예 : 5 # 4)
Korean,kr,Declined To Specify,거부 된 사람
Korean,kr,Deductible,공제액
Korean,kr,Deductible Met,공제 가능액
Korean,kr,deep,깊은
Korean,kr,Default,일반
Korean,kr,Default Calendar View,보통 달력보기
Korean,kr,Default Encounter Form ID,일반적으로 내원 자 표시 ID
Korean,kr,Default Encounter View,기본 만남보기
Korean,kr,Default Facility,보통 시술 원
Korean,kr,Default font (need to logout/login after change this setting),기본 글꼴 (이 설정을 변경 한 후 로그 아웃 / 로그인해야 함)
Korean,kr,Default font size (need to logout/login after change this setting),기본 글꼴 크기 (이 설정을 변경 한 후 로그 아웃 / 로그인해야 함)
Korean,kr,Default Language,보통 언어
Korean,kr,Default language if no other is allowed or chosen.,다른 언어가 허용되거나 선택되지 않으면 기본 언어.
Korean,kr,Default left print margin for CMS 1500,CMS 1500의 기본 왼쪽 인쇄 여백
Korean,kr,Default left print margin for UB04,UB04의 기본 왼쪽 인쇄 여백
Korean,kr,"Default List (write,addonly optional)","기본 목록 (쓰기, 추가 선택 사항)"
Korean,kr,"Default List (write,addonly optional) (default)","기본 목록 (쓰기, 추가 옵션) (기본값)"
Korean,kr,Default Method,일반적 메소드
Korean,kr,Default Password Expiration Days,일반적으로 암호가 만료 기한
Korean,kr,Default password expiration period in days. 0 means this feature is disabled.,기본 비밀번호 만료 기간 (일). 0은이 기능이 사용 불가능 함을 의미합니다.
Korean,kr,Default Patient Country,보통 환자 소재국
Korean,kr,"Default Patient Country sent to NewCrop eRx, only if patient country is not set.",환자 국가가 설정되지 않은 경우에만 NewCrop eRx로 전송되는 기본 환자 국가입니다.
Korean,kr,Default Price Level,기본 가격 수준
Korean,kr,Default Priority,기본 우선 순위
Korean,kr,Default Provider,기본 공급자
Korean,kr,Default provider changed,기본 공급자 변경됨
Korean,kr,Default Range,기본 범위
Korean,kr,Default Reason for Visit,방문의 기본 이유
Korean,kr,Default Rendering Provider in Fee Sheet,요금 시트의 기본 렌더링 공급자
Korean,kr,Default Search Code Type,기본 검색 코드 유형
Korean,kr,Default Second Tab,기본 두 번째 탭
Korean,kr,Default selection for rendering provider in fee sheet.,수수료 시트의 렌더링 공급자에 대한 기본 선택입니다.
Korean,kr,Default Setting,기본 설정
Korean,kr,Default state of New Window checkbox in the patient list.,환자 목록의 새 창 확인란의 기본 상태.
Korean,kr,Default Template,기본 템플릿
Korean,kr,Default to a provider for line item in the fee sheet,수수료 시트의 광고 항목 공급자 기본값
Korean,kr,Default to a provider for line item in the fee sheet.(only applicable if Support line item billing in option above),수수료 시트의 광고 항목에 대한 공급 업체 기본값입니다 (상기 옵션에서 지원 광고 항목 청구가있는 경우에만 해당).
Korean,kr,Default to previous value,기본값은 이전 값입니다.
Korean,kr,Default top print margin for CMS 1500,CMS 1500의 기본 상단 인쇄 여백
Korean,kr,Default top print margin for UB04,UB04의 기본 상단 인쇄 여백
Korean,kr,Default Units,기본 단위
Korean,kr,Default Value,기본값
Korean,kr,Default Visit Category,기본 방문 카테고리
Korean,kr,Default Warehouse,기본 창고
Korean,kr,Default X12 Partner,기본 X12 파트너
Korean,kr,Default/Global,기본값 / 글로벌
Korean,kr,"Default: Checked. When checked, messages are processed for patients with Patient Demographic Choice (Phone/Text/Email) set to \'Unassigned\' or \'Yes\'. If this is unchecked, a given type of message can only be sent if its Demographic Choice = \'Yes\'.",기본값 : 선택됨. 이 옵션을 선택하면 환자 인구 통계 학적 선택 (전화 / 문자 / 전자 메일)이 \ '지정되지 않음 \'또는 \ '예 \'로 설정된 환자에 대한 메시지가 처리됩니다. 이 옵션을 선택하지 않으면 인구 통계 학적 선택 = \ '예 \'인 경우에만 주어진 유형의 메시지를 보낼 수 있습니다.
Korean,kr,Defaults,기본값
Korean,kr,Define a default visit category,기본 방문 카테고리 정의
Korean,kr,Del,삭제
Korean,kr,del,삭제
Korean,kr,Delayed Recurrence (> 12 Mo),지연된 재발 (> 12 개월)
Korean,kr,Delete,삭제
Korean,kr,delete,삭제
Korean,kr,Delete Categories with ID(s) : ,삭제 : ID 및 카테고리
Korean,kr,Delete Category,삭제; 카테고리
Korean,kr,Delete Document,문서 삭제
Korean,kr,Delete Encounter Form,만남 양식 삭제
Korean,kr,Delete failed!,삭제할 수 없습니다!
Korean,kr,Delete Group,그룹 삭제
Korean,kr,Delete List,목록 삭제
Korean,kr,Delete Onsite Portal Activity,온 사이트 포털 활동 삭제
Korean,kr,Delete Pages,페이지 삭제
Korean,kr,"Delete Patient, Encounter, Form, Issue, Document, Payment, Billing or Transaction","환자, 조우, 양식, 문제, 문서, 지불, 청구 또는 거래 삭제"
Korean,kr,Delete Plan,계획 삭제
Korean,kr,Delete Row,열 삭제
Korean,kr,Delete Selected Items,선택 항목 삭제
Korean,kr,Delete Selected Requests,선택 요청 삭제
Korean,kr,Delete Successful,삭제 성공
Korean,kr,Delete successful.,삭제할 수있었습니다
Korean,kr,Delete this document,이 문서를 삭제
Korean,kr,Delete this form,이 양식을 삭제
Korean,kr,Delete this message,이 메시지 삭제
Korean,kr,Delete this note,이 쪽지를 삭제
Korean,kr,Deleted Successfully,성공적으로 삭제되었습니다
Korean,kr,Deleted Successfully.,성공적으로 삭제되었습니다
Korean,kr,Deleting,삭제 중
Korean,kr,Deleting this event cannot be undone. It cannot be recovered once it is gone. Are you sure you wish to delete this event?,이 일정을 삭제하면 취소 할 수 없습니다. 일단 없어지면 회복 될 수 없습니다. 이 일정을 삭제 하시겠습니까?
Korean,kr,Deletion failed because group has appointments or encounters,그룹에 약속이나 만남이 있으므로 삭제하지 못했습니다.
Korean,kr,Delivered,배달 됨
Korean,kr,Delivery Confirmed,배달 확인 됨
Korean,kr,Delivery is not allowed to the specified Direct Address.,지정된 직접 주소로 배달이 허용되지 않습니다.
Korean,kr,Delivery is not currently permitted to the specified Direct Address.,현재 지정된 직접 주소로 배송이 허용되지 않습니다.
Korean,kr,Delivery of the attached clinical document was requested by the patient,첨부 된 임상 서류의 배달이 환자에 의해 요청되었습니다.
Korean,kr,Delivery of the attached clinical document was requested by the patient.,첨부 된 임상 서류를 환자가 요청했습니다.
Korean,kr,Dementia,백치
Korean,kr,Demographic changes made here are recorded system-wide,여기에서 이루어진 인구 통계 학적 변화는 시스템 전반에 걸쳐 기록됩니다
Korean,kr,Demographics,일반 표시 항목
Korean,kr,"Demographics (write,addonly optional)",일반 표시 항목 (추기 옵션)
Korean,kr,"Demographics (write,addonly optional) (demo)","인구 통계 (추가, 선택 추가) (데모)"
Korean,kr,Demographics Fields,인구 통계 필드
Korean,kr,Demographics filter criteria,일반 표시 항목 : 추출 된
Korean,kr,Demographics Legend Red: Charted Values. Blue: Patient Edits,인구 통계 범례 Red : 차트 값. 파란색 : 환자 편집
Korean,kr,Demographics not authorized,일반 표시 항목은 인증되지 않습니다
Korean,kr,Demographics not authorized.,일반 표시 항목은 인증되지 않습니다
Korean,kr,Denied,금지
Korean,kr,denies,부정하다
Korean,kr,Denominator,분모
Korean,kr,Denominator Exception,분모 예외
Korean,kr,Denominator Exclusion,분모 제외
Korean,kr,Dental,치과
Korean,kr,Dental Issue List,치과 문제 목록
Korean,kr,Dental Issues,치과 문제 목록
Korean,kr,Dependency Modules,의존성 모듈
Korean,kr,Dependency Problem,종속성 문제
Korean,kr,"Depending on the type of bill you are testing you will see HCFA like output on a blank page for HCFA bills, you will see many lines of somewhat garbled text  and information if you are testing an X12 claim. That garbled text is the X12 EDI 4010A format. Occasionally you will see odd characters that look like dominoes or  squiglies, these are control characters such as page feeds and are normal.",테스트중인 청구서 유형에 따라 HCFA 청구서의 빈 페이지에 HCFA 출력이 표시되며 X12 청구를 테스트하는 경우 다소 잘못된 텍스트와 정보가 여러 줄로 표시됩니다. 왜곡 된 텍스트는 X12 EDI 4010A 형식입니다. 때로는 도미노 또는 스컬지처럼 보이는 이상한 문자가 표시됩니다. 이러한 문자는 페이지 피드와 같은 제어 문자이며 정상입니다.
Korean,kr,Deposit Date,예탁 일
Korean,kr,Deposit Date Cannot be greater than Today,입금일 오늘보다 클 수 없습니다
Korean,kr,Deposit Date:,보증금 날짜 :
Korean,kr,Depressed,우울증
Korean,kr,Depression,우울증
Korean,kr,Dermatology,피부과
Korean,kr,Derm{{dermatologic}},Derm {{dermatologic}}
Korean,kr,DERM{{Dermatology}},DERM {{피부과}}
Korean,kr,DESC,DESC
Korean,kr,Description,설명
Korean,kr,description,설명
Korean,kr,Description is default text,설명은 기본 텍스트입니다
Korean,kr,Description of the Disclosure,정보 공개에 대한 설명
Korean,kr,Description of this procedure or result code,이 절차 또는 결과 코드에 대한 설명
Korean,kr,Description Translation,설명의 번역
Korean,kr,Desired Filename,원하는 파일 이름
Korean,kr,Destination,대상
Korean,kr,Destination Filename,대상 파일 이름
Korean,kr,Destroy Lot,로트를 파괴
Korean,kr,Destroy...,파괴합니다 ...
Korean,kr,Destroyed,파괴되었습니다
Korean,kr,Destroyed Drugs,파괴 된 약
Korean,kr,Destroyed Drugs Report,파괴 된 의약품 보고서
Korean,kr,Detail,자세한
Korean,kr,Detail's group was saved successfully,상세 정보 그룹이 성공적으로 저장되었습니다.
Korean,kr,Detailed exam,세부 시험
Korean,kr,Detailed HPI,상세한 HPI
Korean,kr,Details,자세한
Korean,kr,Developer,개발자
Korean,kr,Developmental abnormality,발달 이상
Korean,kr,Deviation,일탈
Korean,kr,Diabetes,당뇨병
Korean,kr,Diabetes Mellitus,진성 당뇨병
Korean,kr,Diabetes: Blood Pressure Management (CQM),당뇨병 : 혈압 관리 (CQM)
Korean,kr,Diabetes: Eye Exam,당뇨병 : 시력 검사
Korean,kr,Diabetes: Eye Exam (CQM),당뇨병 : 시력 검사 (CQM)
Korean,kr,Diabetes: Foot Exam,당뇨병 : 발 시험
Korean,kr,Diabetes: Foot Exam (CQM),당뇨병 : 발 시험 (CQM)
Korean,kr,Diabetes: HbA1c Poor Control (CQM),당뇨병 : HbA1c 불쌍한 통제 (CQM)
Korean,kr,Diabetes: Hemoglobin A1C,당뇨병 : 헤모글로빈 A1C
Korean,kr,Diabetes: LDL Management & Control (CQM),당뇨병 : LDL 관리 및 통제 (CQM)
Korean,kr,Diabetes: Urine Microalbumin,당뇨병 : 소변 Microalbumin
Korean,kr,Diag,다이어트
Korean,kr,Diagnoses,진단
Korean,kr,Diagnosis,진단
Korean,kr,Diagnosis Code,진단 코드
Korean,kr,Diagnosis Codes,진단 코드
Korean,kr,Diagnosis Date,진단 일
Korean,kr,Diagnosis must be coded into a linked encounter,진단은 링크 된 만남으로 코딩되어야합니다.
Korean,kr,Diagnosis Name,진단명
Korean,kr,Diagnosis Report,진단 보고서
Korean,kr,Diagnosis Reporting,진단 보고서
Korean,kr,Diagnosis Reporting Only,진단 보고서 만
Korean,kr,Diagnosis Title,진단 제목
Korean,kr,Diagnosis:,진단 :
Korean,kr,Diagnosis: ,진단 :
Korean,kr,Diagnostic,특수 증상
Korean,kr,Diagnostic Tests:,진단 테스트 :
Korean,kr,Dials,전화
Korean,kr,Diam{{Diameter}},Diam {{Diameter}}
Korean,kr,DIAM{{Diameter}},DIAM {{Diameter}}
Korean,kr,Diaphragms/Caps,격막 / 캡
Korean,kr,Diarrhea,설사
Korean,kr,Diastolic,확장기
Korean,kr,Dictation,구술
Korean,kr,Dictation: ,받아쓰기:
Korean,kr,Did you receive a copy of the HIPAA Notice?,HIPAA 통지 사본을 받았습니까?
Korean,kr,Diffuse:,확산 :
Korean,kr,Digitally Signed,디지털 서명
Korean,kr,Dilated with,에로스
Korean,kr,Dilation orders/risks reviewed,탈주 명령 / 위험 검토
Korean,kr,Dim,어둑한
Korean,kr,Direct,곧장
Korean,kr,DIRECT ADDRESS,직접 주소
Korean,kr,Direct Address,직접 주소
Korean,kr,Direct Email,직접 이메일
Korean,kr,Direct Mail,다이렉트 메일
Korean,kr,Direct Message Log,쪽지 로그
Korean,kr,Direct Message Received.,쪽지를 받았습니다.
Korean,kr,Direct messaging is currently unavailable.,쪽지는 현재 사용할 수 없습니다.
Korean,kr,Direct Messaging Send Failure.,쪽지는 실패를 보냅니다.
Korean,kr,Directions,지도
Korean,kr,Director Name,감독 이름
Korean,kr,Directory delete failed; continuing.,디렉토리를 삭제할 수 없습니다. 계속하고 있습니다.
Korean,kr,Disability,폐질
Korean,kr,Disable,사용 안함
Korean,kr,Disable Calendar,달력 해제
Korean,kr,Disable Chart Tracker,차트 추적기 해제
Korean,kr,Disable Immunizations,예방 접종 해제
Korean,kr,Disable Old Metric Vitals Form,이전 측정 항목 바이탈 양식 비활성화
Korean,kr,Disable Patient Flow Board,환자 흐름 보드 사용 중지
Korean,kr,Disable phpMyAdmin,phpMyAdmin 해제
Korean,kr,Disable Prescriptions,처방전 사용 중지
Korean,kr,Disable User Groups,사용자 그룹 해제
Korean,kr,disabled,사용 금지
Korean,kr,Disabled,해제
Korean,kr,Disabled Beneficiary Under Age 65 with Large Group Health Plan (LGHP),65 세 미만의 장애인 및 대형 그룹 건강 보험 (LGHP)
Korean,kr,Disc,디스크
Korean,kr,DISC,디스크
Korean,kr,Discard,포기
Korean,kr,Discarded,버려진
Korean,kr,Discharge,방출
Korean,kr,Discharge From Urethra,요도에서의 배출
Korean,kr,Discharge Medications,퇴원 약품
Korean,kr,Discharge Right,오른쪽 방전
Korean,kr,Discharge Right:,오른쪽 방전 :
Korean,kr,Discharge Summary,방전 요약
Korean,kr,Discharge Time,방전 시간
Korean,kr,Discharged,방전 됨
Korean,kr,Disclosure Info,공개 정보
Korean,kr,Disclosure Type,공개 유형
Korean,kr,Disclosure Types,공개 유형
Korean,kr,Disclosures,공개
Korean,kr,"Disclosures (write,addonly optional)","공개 (쓰기, 추가 선택 사항)"
Korean,kr,Discontinue,폐하다
Korean,kr,Discount,할인
Korean,kr,Discount Amount,할인 량
Korean,kr,Discount Level,할인 등급
Korean,kr,Discount Percentage,할인율
Korean,kr,Discounts as Monetary Amounts,화폐 금액 할인
Korean,kr,"Discounts at checkout time are entered as money amounts, as opposed to percentage.",체크 아웃 시간의 할인은 백분율과 달리 금액으로 입력됩니다.
Korean,kr,Discrete Result,이산 결과
Korean,kr,Disease,질병
Korean,kr,Disease with presumed immunity,면역력이 있다고 생각되는 질병
Korean,kr,Dislocation,탈구
Korean,kr,Dismiss,버리다
Korean,kr,Dismiss Help,도움말 닫기
Korean,kr,Disp #,Disp #
Korean,kr,Dispatch,급파
Korean,kr,Dispatch Received Document,발송 된 문서 발송
Korean,kr,Dispense Rx,분배 Rx
Korean,kr,Dispense this Rx,이 Rx 분배
Korean,kr,Dispense this RX,이 RX 분배
Korean,kr,Dispensed,분배 된
Korean,kr,Display,디스플레이
Korean,kr,"Display Additional measurements (Ks, IOL cals, etc)","추가 측정 값 표시 (Ks, IOL cals 등)"
Korean,kr,Display advance directives in the demographics page.,인구 통계 페이지에 사전 지시문을 표시하십시오.
Korean,kr,Display Documents,문서 표시
Korean,kr,Display event dates in block?,이벤트 날짜를 블록으로 표시 하시겠습니까?
Korean,kr,Display Format for US Weights,미국 중량의 표시 형식
Korean,kr,Display how many events?,얼마나 많은 이벤트를 표시합니까?
Korean,kr,Display Invoice Number or Patient Name in the Cash Receipt Report,현금 영수증 보고서에 송장 번호 또는 환자 이름 표시
Korean,kr,Display Invoice Number or Patient Name or Both in the Sales Report,영업 보고서의 송장 번호 또는 환자 이름 또는 둘 모두 표시
Korean,kr,Display location in block?,블록 위치를 표시 하시겠습니까?
Korean,kr,Display Name,표시 이름
Korean,kr,Display the Autorefraction Panel,자동 축소 패널 표시
Korean,kr,Display the calendar?,달력을 표시 하시겠습니까?
Korean,kr,Display the Contact Lens Panel,콘택트 렌즈 패널 표시
Korean,kr,Display the Encounter Billing Note or Patient Billing Note or Both in the Billing Screen.,청구 화면에서 Encounter Billing Note 또는 Patient Billing Note 또는 Both를 표시하십시오.
Korean,kr,Display the Manifest Refraction panel,매니페스트 굴절 패널 표시
Korean,kr,Display the patient's current glasses,환자의 현재 안경 표시
Korean,kr,Display the recurrent appointment widget in the patient summary.,반복적 인 약속 위젯을 환자 요약에 표시하십시오.
Korean,kr,Display the Units Column on the Billing Screen,대금 청구 화면에 단위 열 표시
Korean,kr,Display today\'s events in the block?,오늘의 행사를 블록에 표시 하시겠습니까?
Korean,kr,Display topic in block?,주제를 블록으로 표시 하시겠습니까?
Korean,kr,Display upcoming events in block?,다가오는 이벤트를 블록으로 표시 하시겠습니까?
Korean,kr,Displayed Columns,표시된 열
Korean,kr,Displaying the following number of most recent disclosures:,가장 최근의 공개 수를 표시하는 방법은 다음과 같습니다.
Korean,kr,Displaying the following number of most recent notes,다음의 최근 노트 수 표시
Korean,kr,Displaying the following number of most recent notes:,가장 최근의 메모 수를 다음과 같이 표시합니다.
Korean,kr,Distance,거리
Korean,kr,Distance from the \'top\' of the envelope in mm,봉투의 \ '최고 \'로부터의 거리 (mm)
Korean,kr,Distance from the right most edge of the envelope in portrait position in mm,세로 위치에서 봉투의 가장 오른쪽 가장자리에서의 거리 (mm)
Korean,kr,Distribution,분포
Korean,kr,Distributions,배포판
Korean,kr,Distributor,살수 장치
Korean,kr,Dist{{distance}},거리 {{거리}}
Korean,kr,Divehi- Dhivehi- Maldivian-,Divehi- Dhivehi- 몰디브 -
Korean,kr,Divergence,분기
Korean,kr,Divergence Amps,발산 암페어
Korean,kr,Diverticulitis,게실 염
Korean,kr,Diverticulitis Surgery,게실 염 수술
Korean,kr,Divirticulitis,게실 염
Korean,kr,Divirticulitis Surgery,게실 염 수술
Korean,kr,Divorced,이혼
Korean,kr,Dizziness:,현기증 :
Korean,kr,Do not allow SQL queries to be outputted to screen.,SQL 쿼리를 화면에 출력하지 마십시오.
Korean,kr,Do not change,바뀌지 않는다
Korean,kr,Do not display Allergies uploaded after visiting NewCrop eRx.,NewCrop eRx를 방문한 후에 올린 알레르기는 표시하지 마십시오.
Korean,kr,Do not display Allergy uploaded to NewCrop,NewCrop에 업로드 된 알레르기를 표시하지 않습니다.
Korean,kr,Do not display Medications uploaded after visiting NewCrop eRx.,NewCrop eRx를 방문한 후에 업로드 된 의약품을 표시하지 마십시오.
Korean,kr,Do not display Medications uploaded to NewCrop,NewCrop에 업로드 된 의약품을 표시하지 않습니다.
Korean,kr,Do not display NewCrop eRx Allergy uploaded,NewCrop eRx 알레르기를 표시하지 마십시오.
Korean,kr,Do not display NewCrop eRx Medications uploaded,NewCrop eRx Medications를 표시하지 마십시오.
Korean,kr,Do not display the calendar.,달력을 표시하지 않습니다.
Korean,kr,Do not display the patient flow board.,환자 흐름 보드를 표시하지 않습니다.
Korean,kr,Do not display the Recall Board.,리콜 보드를 표시하지 마십시오.
Korean,kr,Do not inventory and sell any products,제품을 재고하지 않고 판매하지 마십시오.
Korean,kr,Do not know what to do!,무엇을 해야할지 모르겠다!
Korean,kr,Do Not Print,인쇄하지 마라.
Korean,kr,Do not require patient notes to be authorized,환자 기록을 승인받지 않아도됩니다.
Korean,kr,Do Not Resuscitate Order,주문을 소생시키지 마십시오.
Korean,kr,do not save,저장하지 마십시오
Korean,kr,do not substitute,대체하지 마라.
Korean,kr,Do Not Use Safe Apostrophe,안전 아포스트로피 사용 안 함
Korean,kr,do nothing,아무것도
Korean,kr,Do you really want to change Warehouse?,창고를 정말로 바꾸고 싶습니까?
Korean,kr,Do You Really Want to Continue,계속 하시겠습니까?
Korean,kr,Do you really want to delete,정말 삭제 하시겠습니까
Korean,kr,Do you really want to delete the selection?,정말이 선택을 삭제 하시겠습니까?
Korean,kr,Do you really want to delete this group,정말이 그룹을 삭제 하시겠습니까?
Korean,kr,Do you really want to delete?,정말 삭제 하시겠습니까?
Korean,kr,Do you want to continue?,정말 계속 하시겠습니까?
Korean,kr,Do you want to delete this?,정말 이것을 삭제 하시겠습니까?
Korean,kr,Do you want to delete?,삭제 하시겠습니까?
Korean,kr,Do you want to remove this record?,이 레코드를 삭제 하시겠습니까?
Korean,kr,Do you wish to continue adding this new patient?,신규 환자를 지속적으로 추가 하시겠습니까?
Korean,kr,Do you wish to continue with the new name?,새 이름을 계속해서 추가 하시겠습니까?
Korean,kr,Do you wish to PERMANENTLY delete this immunization record?,이 예방 접종 기록을 영구적으로 삭제 하시겠습니까?
Korean,kr,DOB,생일
Korean,kr,"DOB is missing, please enter if possible",생일이 없습니다. 입력하십시오.
Korean,kr,Doc Id,문서 ID
Korean,kr,Docs,의사
Korean,kr,Doctor,의사
Korean,kr,Doctor:,의사
Korean,kr,Doctor\'s name and signature,의사의 지명 및 서명
Korean,kr,Document,문서
Korean,kr,document,문서
Korean,kr,document 3 and their status to reach the detailed HPI level,문서 3과 상세한 HPI 수준에 도달하기위한 상태
Korean,kr,Document Categories,문서 카테고리
Korean,kr,Document category for lab results does not exist,라보레자루토 문서 카테고리가 존재하지 않습니다
Korean,kr,Document category name for storage of electronically received lab results.,라보레자루토을 받았습니다.
Korean,kr,Document category name for storage of electronically received MDM documents.,전자적으로 수신 된 MDM 문서의 저장을위한 문서 카테고리 이름.
Korean,kr,Document Category or Discard,문서 카테고리 또는 폐기
Korean,kr,Document clinical findings in Shorthand Format,속기 형식으로 임상 결과 발견
Korean,kr,Document could not be moved to patient id,환자 ID로 문서를 이동할 수 없습니다.
Korean,kr,Document created,문서가 생성되었습니다.
Korean,kr,Document Date,문서 날짜
Korean,kr,Document date and issue updated successfully,문서 날짜 및 문제가 성공적으로 업데이트되었습니다.
Korean,kr,Document ID,문서 ID
Korean,kr,Document Library,문서 라이브러리
Korean,kr,Document moved to new category,문서를 새 카테고리로 이동했습니다
Korean,kr,Document moved to patient id,문서를 환자 ID로 옮겼습니다
Korean,kr,Document passed integrity check,무결성 검사를 통과 한 문서
Korean,kr,Document passed integrity check.,문서가 무결성 검사를 통과했습니다.
Korean,kr,Document Storage Method,문서 보관 방법
Korean,kr,Document successfully renamed.,문서 이름을 변경했습니다
Korean,kr,Document tagged to Encounter successfully,문서를 원에게 부여했습니다
Korean,kr,Document Template Management,문서 양식 관리
Korean,kr,Document Templates,문서 양식
Korean,kr,Document(s),문서
Korean,kr,Document/Imaging Store,문서 / 이미지 저장
Korean,kr,Documentation for a Detailed HPI requires,상세한 HPI를위한 문서에는 다음이 필요합니다.
Korean,kr,Documents,문서
Korean,kr,documents,서류
Korean,kr,"Documents (write,addonly optional)",문서 (추기 옵션)
Korean,kr,"Documents (write,addonly optional) (docs)","문서 (쓰기, 추가 선택 사항) (문서)"
Korean,kr,Documents setup error,문서 설정 오류
Korean,kr,DOC{{document format}},DOC {{문서 형식}}
Korean,kr,DOE,암사슴
Korean,kr,Does anything make it better? Worse?,어떤 것이 더 나아질 수 있습니까? 보다 나쁜?
Korean,kr,Does it occur in certain situations?,특정 상황에서 발생합니까?
Korean,kr,Does not equal,같지 않다.
Korean,kr,does not match the PV1 encounter number,PV1 만남 번호와 일치하지 않습니다.
Korean,kr,does not seem valid,효과가없는 것 같습니다.
Korean,kr,Does this type allow related codes?,이 유형은 관련 코드를 허용합니까?
Korean,kr,Domestic Partner,혼인 자
Korean,kr,Don't Save,저장하지 마라.
Korean,kr,Don\'t Save,저장하지 마라.
Korean,kr,Don\'t Save Changes,변경 사항 저장 안 함
Korean,kr,DONATE NOW!,지금 기부하세요!
Korean,kr,Done,완료. 다운로드를 계속 전송
Korean,kr,Done with:,완료 :
Korean,kr,Done.  Will now send download.,완료. 다운로드를 계속 전송
Korean,kr,DOS,진찰 일
Korean,kr,Dosage,복용량
Korean,kr,Dose,정량
Korean,kr,Double click on a DX\'s handle,DX의 핸들을 더블 클릭하십시오.
Korean,kr,Double Click on this icon to pop up document in a new viewer.,이 아이콘을 두 번 클릭하면 새 뷰어에서 문서가 팝업됩니다.
Korean,kr,double click to edit,더블 클릭으로 편집
Korean,kr,Double Clicking a NPI box will bring up a current Users dialog for providers.,NPI 상자를 두 번 클릭하면 공급자에 대한 현재 사용자 대화 상자가 나타납니다.
Korean,kr,Double Vision,더블 비전
Korean,kr,Download,다운로드
Korean,kr,DOWNLOAD,다운로드
Korean,kr,Download all patient documents,모든 환자 문서 다운로드
Korean,kr,Download Anyway,어쨌든 다운로드
Korean,kr,"Download billing file, post to accounting and mark as billed","청구서 파일 다운로드, 회계 및 청구서에 게시"
Korean,kr,Download CCDA file,CCDA 파일 다운로드
Korean,kr,Download Certificates,인증서 다운로드
Korean,kr,Download configuration data,구성 데이터 다운로드
Korean,kr,Download CSV File,CSV 파일 다운로드
Korean,kr,Download document template for this patient and visit,이 환자의 문서 템플릿을 다운로드하여 방문하십시오.
Korean,kr,Download Documents,문서 다운로드
Korean,kr,download encrypted file,암호화 된 파일 다운로드
Korean,kr,Download Fax,팩스 다운로드
Korean,kr,Download HL7 file,HL7 파일 다운로드
Korean,kr,Download Offsite Portal Connection Files,오프 사이트 포털 연결 파일 다운로드
Korean,kr,Download or Delete a Template,템플릿 다운로드 또는 삭제
Korean,kr,Download PDF,PDF 다운로드
Korean,kr,Download QRDA Category III File,QRDA 카테고리 III 파일 다운로드
Korean,kr,Download Selected Statements,선택한 선언문 다운로드
Korean,kr,Dr Check,의사 확인
